sample	CHUG	LE17	RCA23	HTCC2083	HTCC2150	HTCC2255	SB2	HIMB11	Depth	Latitude	Salinity	Temperature	Oxygen	NO3	NO2	NO2NO3	PO4	Si	Density	Fluorescence	ChlorophyllA	Carbon.total
ERR3587006	0.042336	0.000159	0.00245	0.003101	0.000055	0.003131	0.000267	0.000127	380	0.0063	34.748925	10.222825	5.03365	36.80312	0.01475	37.197667	2.664875	37.4515	26.725515	3.342139	0	0
ERR3587174	0.062321	0.000013	0.000087	0.000083	0.000009	0.000105	0.000033	0.000025	140	-8.8999	36.28145	23.681605	160.81445	3.583718	0.05475	3.47525	0.566	1.24575	24.715135	1.897657	0	4.00E-04
ERR3587161	0.060302	0.000025	0.000302	0.000084	0.000038	0.000777	0.000024	0.000206	150	-8.9109	35.877315	21.97372	158.18405	5.004597	1.46875	5.44175	0.6607	1.18375	24.895825	1.955839	0	0.000925
ERR3586960	0.039089	0.000124	0.002465	0.003258	0.000068	0.003275	0.000276	0.000158	380	0.0063	34.748925	10.222825	5.03365	36.80312	0.01475	37.197667	2.664875	37.4515	26.725515	3.342139	0	0
ERR3587199	0.056292	0.000006	0.000049	0.000162	0.000082	0.000149	0.000094	0.00051	5	-9.1504	35.384031	26.572419	190.378187	4.965553	0.1665	6.2015	0.63025	2.53325	23.143631	1.628674	0.261381	0.01184
ERR3587128	0.055802	0.00001	0.000259	0.000247	0.000035	0.000317	0.000151	0.001481	120	-9.0714	35.907345	24.81397	172.42475	4.148328	0.3535	1.19925	0.4885	1.469	24.092785	1.908626	0.077051	0.00185
ERR3587173	0.052501	0.000014	0.000284	0.000229	0.000028	0.000303	0.000169	0.001592	120	-9.0714	35.907345	24.81397	172.42475	4.148328	0.3535	1.19925	0.4885	1.469	24.092785	1.908626	0.077051	0.00185
ERR3587160	0.046371	0.000101	0.001746	0.00016	0.000121	0.001501	0.00008	0.000242	600	-8.9729	34.5789	7.133995	40.6107	41.697487					27.07634	3.112808	0	
ERR3587198	0.050846	0.000013	0.000058	0.000331	0.000102	0.000178	0.000117	0.017231	5	-8.9068	35.3551	26.586685	189.6701	4.805128	0.14425	4.9015	0.53495	2.2205	23.11712	1.63837	0.181215	0.0092
ERR3587144	0.040634	0.000022	0.000867	0.000487	0.000057	0.000331	0.000359	0.00045	40	-5.2669	34.884385	19.781235	104.9968	18.72477	1.202	24.3645	1.8615	10.5045	24.729155	2.896974	0.365239	0.018
ERR3587190	0.039858	0.00001	0.000381	0.000255	0.000028	0.000247	0.000249	0.000461	90	-16.9587	35.69581	19.783275	208.54895	0.85366	0.203	1.2215	0.443	0.9285	25.354365	2.047239	0.207911	0.0035
ERR3587142	0.036431	0.000027	0.000644	0.000097	0.000035	0.000377	0.000116	0.000211	50	-12.9723	35.64227	22.596675	216.67805	4.229206	0.1635	5.6545	0.7785	1.8815	24.5284	2.070398	0.258187	0.0096
ERR3587119	0.034366	0.000008	0.00015	0.000589	0.000055	0.000123	0.000192	0.000691	5	-5.2529	34.764535	24.958885	204.421	13.010708	0.3285	12.8225	1.02575	5.04425	23.176695	2.076027	0.264409	0.00655
ERR3587069	0.02049	0.000116	0.003531	0.000433	0.000002	0.002006	0.000113	0.000086	488	-25.8076	34.3655	7.96837	154.6701	24.271551	0	27.2885	2.023	12.05	26.78725	2.58324	0	0
ERR3587118	0.03013	0.000033	0.001656	0.000355	0.000023	0.001131	0.000042	0.000103	480	-5.261	34.692094	9.137438	5.148	40.112735	0.014	39.1775	2.853	40.579	26.863531	3.478053	0	0
ERR3586895	0.018238	0.000371	0.000256	0.000264	0.000044	0.000385	0.016331	0.000159	5	-25.8051	36.40163	25.18103	200.40835	0	0.000563	0.05125	0.1815	0.385875	24.346275	1.457396	0.060509	
ERR3587067	0.01808	0.000345	0.000235	0.000169	0.000028	0.000373	0.015747	0.000141	5	-25.8051	36.40163	25.18103	200.40835	0	0.000563	0.05125	0.1815	0.385875	24.346275	1.457396	0.060509	
ERR3586897	0.016501	0.000215	0.004948	0.001545	0.000167	0.002929	0.000381	0.000126	488	-25.8076	34.3655	7.96837	154.6701	24.271551	0	27.2885	2.023	12.05	26.78725	2.58324	0	0
ERR3586751	0.02693	0.000031	0.000799	0.001115	0.000048	0.001012	0.000226	0.001976	50	-1.9002	35.112815	22.039785	145.0818	10.202445	0.414	10.701	0.9295	5.407	24.318245	2.184041	0.282031	0.0291
ERR3587203	0.026552	0.000007	0.000056	0.000155	0.000085	0.000201	0.00007	0.000498	5	-9.1504	35.384031	26.572419	190.378187	4.965553	0.1665	6.2015	0.63025	2.53325	23.143631	1.628674	0.261381	0.01184
ERR3586959	0.01563	0.000054	0.001115	0.000523	0.000058	0.001779	0.000395	0.000997	40	0.0307	34.72394	23.45048	165.2702	8.276054	0.317375	9.313125	0.776625	5.75275	23.595275	2.11443	0.243787	0.0141
ERR3587070	0.015593	0.000059	0.001222	0.000423	0.000048	0.001847	0.000353	0.000909	40	0.0307	34.72394	23.45048	165.2702	8.276054	0.317375	9.313125	0.776625	5.75275	23.595275	2.11443	0.243787	0.0141
ERR3587186	0.023951	0.000027	0.000836	0.000428	0.000059	0.000299	0.000372	0.000453	40	-5.2669	34.884385	19.781235	104.9968	18.72477	1.202	24.3645	1.8615	10.5045	24.729155	2.896974	0.365239	0.018
ERR3586893	0.018787	0.000033	0.000652	0.000099	0.000012	0.001198	0.000152	0.000024	310	-28.1762	34.568237	12.677925	196.39225	10.430143	0.011	10.5835	0.86375	1.68	26.130906	2.168405	0	0
ERR3586894	0.01421	0.000016	0.000665	0.000093	0.00002	0.00052	0.000027	0.000052	175	-28.1874	35.42905	18.478415	214.770062	0.349581	0.03925	0.12225	0.1725	0.5065	25.49114	1.824504	0.1476	9.00E-04
ERR3587066	0.014125	0.000014	0.00065	0.000098	0.000014	0.000523	0.000022	0.000043	175	-28.1874	35.42905	18.478415	214.770062	0.349581	0.03925	0.12225	0.1725	0.5065	25.49114	1.824504	0.1476	9.00E-04
ERR3587065	0.018056	0.000042	0.000595	0.000077	0.000007	0.001174	0.000131	0.000018	310	-28.1762	34.568237	12.677925	196.39225	10.430143	0.011	10.5835	0.86375	1.68	26.130906	2.168405	0	0
ERR3587202	0.021625	0.000003	0.000062	0.000314	0.000106	0.000141	0.000123	0.017478	5	-8.9068	35.3551	26.586685	189.6701	4.805128	0.14425	4.9015	0.53495	2.2205	23.11712	1.63837	0.181215	0.0092
ERR3587184	0.018834	0.00004	0.000729	0.000123	0.00004	0.000422	0.000108	0.000186	50	-12.9723	35.64227	22.596675	216.67805	4.229206	0.1635	5.6545	0.7785	1.8815	24.5284	2.070398	0.258187	0.0096
ERR3587004	0.01145	0.000265	0.000137	0.000251	0.000043	0.000342	0.015121	0.000185	5	-21.146	36.1376	23.88925	203.37975	0	0.006	0.0315	0.2975	0.558	24.5391	1.490169	0.091415	3.00E-04
ERR3587141	0.016616	0.000027	0.000523	0.000129	0.000102	0.000425	0.000034	0.000044	177	-12.9794	34.82775	12.806365	3.4942	20.254424	0.131	23.251	2.68675	20.9015	26.3033	3.186315	0.019279	0
ERR3587009	0.009958	0.000156	0.003184	0.000666	0.000118	0.00224	0.006211	0.000475	5	-23.2811	36.43917	24.26287	201.6702	0.167491	0.0075	0.02525	0.14225	0.7425	24.65312	1.496493	0.055382	0
ERR3587187	0.015779	0.000009	0.00013	0.000566	0.000054	0.000144	0.000189	0.000638	5	-5.2529	34.764535	24.958885	204.421	13.010708	0.3285	12.8225	1.02575	5.04425	23.176695	2.076027	0.264409	0.00655
ERR3586898	0.010217	0.000338	0.000915	0.000616	0.000207	0.000508	0.015128	0.000334	5	-21.146	36.1376	23.88925	203.37975	0	0.006	0.0315	0.2975	0.558	24.5391	1.490169	0.091415	3.00E-04
ERR3586901	0.008586	0.000132	0.003273	0.00065	0.000111	0.002158	0.006005	0.000467	5	-23.2811	36.43917	24.26287	201.6702	0.167491	0.0075	0.02525	0.14225	0.7425	24.65312	1.496493	0.055382	0
ERR3587201	0.01379	0.000016	0.000082	0.000386	0.000014	0.000231	0.000234	0.000306	5	-8.9971	35.37032	26.60467	187.07695	5.660372	0.11925	5.456	0.56795	2.1905	23.122935	1.574452	0.177137	0.0041
ERR3587159	0.013816	0.000033	0.00171	0.000327	0.000025	0.001083	0.000038	0.000153	480	-5.261	34.692094	9.137438	5.148	40.112735	0.014	39.1775	2.853	40.579	26.863531	3.478053	0	0
ERR3587183	0.011119	0.00003	0.000581	0.000132	0.000149	0.000394	0.000028	0.000068	177	-12.9794	34.82775	12.806365	3.4942	20.254424	0.131	23.251	2.68675	20.9015	26.3033	3.186315	0.019279	0
ERR3587151	0.010239	0.000026	0.000545	0.000098	0.000045	0.000875	0.000228	0.000294	115	-9.0063	36.101175	24.661385	178.3692	3.213808	0.092792	2.67775	0.582933	1.907042	24.2843	1.880646	0.199886	0.0028
ERR3587197	0.010698	0.000011	0.000069	0.000367	0.000019	0.000265	0.00026	0.000289	5	-8.9971	35.37032	26.60467	187.07695	5.660372	0.11925	5.456	0.56795	2.1905	23.122935	1.574452	0.177137	0.0041
ERR3587010	0.00716	0.000056	0.00039	0.000121	0.000056	0.000847	0.000443	0.000385	155	-23.2189	35.90434	21.94937	206.4346	0.423501	0.014	0.04175	0.1145	0.6935	24.927695	1.745449	0.145434	0.0011
ERR3587123	0.010487	0.000013	0.0004	0.000219	0.000022	0.000234	0.000255	0.000512	90	-16.9587	35.69581	19.783275	208.54895	0.85366	0.203	1.2215	0.443	0.9285	25.354365	2.047239	0.207911	0.0035
ERR3587068	0.006325	0.000013	0.000119	0.000055	0.000011	0.000266	0.002337	0.000074	188	-25.826	35.86191	20.2127	208.821	0					25.37245	1.795236	0.115489	
ERR3587143	0.0103	0.00001	0.000199	0.000465	0.00001	0.000176	0.000126	0.00045	5	-13.0023	35.82876	25.349495	201.0109	5.005302	0.137	6.1625	0.67725	1.15025	23.86109	1.77889	0.227673	0.0066
ERR3586896	0.005952	0.00002	0.000116	0.000083	0.000011	0.00027	0.002374	0.000069	188	-25.826	35.86191	20.2127	208.821	0					25.37245	1.795236	0.115489	
ERR3586902	0.00536	0.000236	0.002584	0.000806	0.000593	0.001343	0.001072	0.000515	155	-23.2189	35.90434	21.94937	206.4346	0.423501	0.014	0.04175	0.1145	0.6935	24.927695	1.745449	0.145434	0.0011
ERR3586758	0.004152	0.000068	0.000612	0.005436	0.000589	0.00095	0.000682	0.071353	5	-23.1108	36.51495	23.791125	202.996	0					24.851175	1.910882	0.1251	
ERR3586759	0.004016	0.000057	0.000715	0.005472	0.000709	0.001052	0.00062	0.070468	5	-23.1108	36.51495	23.791125	202.996	0					24.851175	1.910882	0.1251	
ERR3587204	0.004878	0.000063	0.000114	0.000415	0.000036	0.000665	0.000173	0.000451	5	-8.9111	35.42651	26.80604	187.3321	5.460123	0.1945	3.7335	0.55725	1.80475	23.10143	1.645425	0.178072	0.0029
ERR3586757	0.003905	0.000055	0.000734	0.005508	0.000705	0.000907	0.000577	0.070566	5	-23.1108	36.51495	23.791125	202.996	0					24.851175	1.910882	0.1251	
ERR3587200	0.004801	0.00003	0.000124	0.000393	0.000043	0.000716	0.000256	0.000462	5	-8.9111	35.42651	26.80604	187.3321	5.460123	0.1945	3.7335	0.55725	1.80475	23.10143	1.645425	0.178072	0.0029
ERR3587011	0.003637	0.00006	0.000621	0.005594	0.00085	0.000824	0.000634	0.07231	5	-23.1108	36.51495	23.791125	202.996	0					24.851175	1.910882	0.1251	
ERR3586756	0.003761	0.000047	0.000581	0.005625	0.000635	0.000906	0.00061	0.070394	5	-23.1108	36.51495	23.791125	202.996	0					24.851175	1.910882	0.1251	
ERR3586955	0.002587	0.065578	0.44272	0.087075	0.001927	1.709114	0.858269	0.001178	9	-33.6895	34.3948	15.912325	245.3235		0.039	0.11	0.795	0.49	25.30165		2.257991	
ERR3587059	0.002427	0.063748	0.426616	0.084675	0.001818	1.706631	0.843703	0.001202	9	-33.6895	34.3948	15.912325	245.3235		0.039	0.11	0.795	0.49	25.30165		2.257991	
ERR3586763	0.003987	0.000032	0.000468	0.000783	0.00006	0.000675	0.000267	0.000366	100	-6.628	35.511855	26.960655	184.1395	4.30006	0.2045	4.5355	0.56825	1.5525	23.123355	1.70088	0.179825	0.0013
ERR3586761	0.003907	0.000047	0.000502	0.000736	0.000065	0.000676	0.00026	0.000434	100	-6.628	35.511855	26.960655	184.1395	4.30006	0.2045	4.5355	0.56825	1.5525	23.123355	1.70088	0.179825	0.0013
ERR3587005	0.003883	0.000102	0.000904	0.001622	0.000042	0.005192	0.000302	0.00251	5	-0.0283	34.51722	25.702575	194.915	6.047064	0.15125	5.556563	0.573125	3.595125	22.76179	1.88776	0.217039	0.006
ERR3586762	0.003855	0.000039	0.000548	0.000738	0.000059	0.000685	0.000286	0.000366	100	-6.628	35.511855	26.960655	184.1395	4.30006	0.2045	4.5355	0.56825	1.5525	23.123355	1.70088	0.179825	0.0013
ERR3586760	0.003855	0.000021	0.000465	0.00075	0.000092	0.000729	0.000314	0.000375	100	-6.628	35.511855	26.960655	184.1395	4.30006	0.2045	4.5355	0.56825	1.5525	23.123355	1.70088	0.179825	0.0013
ERR3587012	0.0037	0.000017	0.000416	0.000758	0.000087	0.000631	0.000218	0.000344	100	-6.628	35.511855	26.960655	184.1395	4.30006	0.2045	4.5355	0.56825	1.5525	23.123355	1.70088	0.179825	0.0013
ERR3586958	0.003473	0.000126	0.000902	0.001731	0.000062	0.005399	0.00032	0.002608	5	-0.0283	34.51722	25.702575	194.915	6.047064	0.15125	5.556563	0.573125	3.595125	22.76179	1.88776	0.217039	0.006
ERR3587063	0.003391	0.000007	0.00012	0.000177	0.000029	0.000378	0.000256	0.000349	155	-29.668	35.33263	18.12644	220.19105	0			0.181	0.5315	25.50222	1.847651	0.166728	
ERR3586891	0.003119	0.000006	0.000067	0.000175	0.000026	0.000361	0.000271	0.000333	155	-29.668	35.33263	18.12644	220.19105	0			0.181	0.5315	25.50222	1.847651	0.166728	
ERR3586899	0.002161	0.001233	0.012138	0.00181	0.00139	0.00195	0.008632	0.004791	5	-2.0133	35.012435	23.88816	191.91255	8.074076	0.31925	8.287	0.77275	3.8635	23.68419	1.970432	0.246175	0.0125
ERR3587071	0.001166	0.000032	0.000676	0.000384	0.000107	0.00041	0.00005	0.000181	380	-1.8902	34.747805	10.082375	2.43975	26.734022					26.748625	3.401892	0.007712	
ERR3587103	0.000696	0.000024	0.001202	0.0046	0.000185	0.000769	0.000385	0.001025	40	0.0222	35.146525	26.139288	177.673063	3.000673	0.2835	5.264	0.54925	2.7405	23.1032	1.708381	0.28262	0.0082
ERR3586979	0.001196	0.000039	0.001044	0.000913	0.000033	0.000519	0.000489	0.000484	5	-6.6499	35.41223	27.067715	188.4359	5.064634	0.1715	4.821	0.56525	1.932	23.00702	1.607691	0.201192	0.0015
ERR3586981	0.000679	0.000021	0.000973	0.004881	0.000206	0.000729	0.000427	0.001278	40	0.0222	35.146525	26.139288	177.673063	3.000673	0.2835	5.264	0.54925	2.7405	23.1032	1.708381	0.28262	0.0082
ERR3586892	0.001095	0.000155	0.000141	0.00021	0.000075	0.000692	0.024743	0.000269	5	-28.1698	36.049015	24.716415	200.81125	0.107906	5.00E-04	0.035	0.121	0.567	24.22107	1.510773	0.065128	
ERR3587064	0.001137	0.000148	0.000141	0.000242	0.000047	0.000577	0.023843	0.000285	5	-28.1698	36.049015	24.716415	200.81125	0.107906	5.00E-04	0.035	0.121	0.567	24.22107	1.510773	0.065128	
ERR3587101	0.001148	0.000048	0.000998	0.00085	0.000034	0.000548	0.000807	0.00048	5	-6.6499	35.41223	27.067715	188.4359	5.064634	0.1715	4.821	0.56525	1.932	23.00702	1.607691	0.201192	0.0015
ERR3586900	0.001028	0.000063	0.000723	0.000267	0.000093	0.000382	0.000039	0.000166	380	-1.8902	34.747805	10.082375	2.43975	26.734022					26.748625	3.401892	0.007712	
ERR3586957	0.000612	0.001801	0.011263	0.000962	0.000274	0.044678	0.143139	0.002685	35	-33.9116	34.22887	15.376875	227.7609	2.295011	0.359	6.80275	1.08725	0.46	25.294705	3.63327	0.484784	0.7106
ERR3587061	0.000574	0.001811	0.010993	0.000916	0.000236	0.044793	0.138586	0.002516	35	-33.9116	34.22887	15.376875	227.7609	2.295011	0.359	6.80275	1.08725	0.46	25.294705	3.63327	0.484784	0.7106
ERR3587058	0.000742	0.002157	0.014609	0.004556	0.000329	0.113007	0.074655	0.00374	5	-34.161	34.3805	17.6085	229.394		0.069	0.559	0.724	0.432	24.8933		0.827608	
ERR3586954	0.000727	0.002196	0.015092	0.004477	0.000301	0.112922	0.076774	0.003759	5	-34.161	34.3805	17.6085	229.394		0.069	0.559	0.724	0.432	24.8933		0.827608	
ERR3587008	0.000724	0.000028	0.000819	0.001353	0.00006	0.001385	0.000401	0.001821	50	-1.9002	35.112815	22.039785	145.0818	10.202445	0.414	10.701	0.9295	5.407	24.318245	2.184041	0.282031	0.0291
ERR3586890	0.000547	0.000247	0.000722	0.000607	0.000168	0.000718	0.024063	0.000345	5	-29.7238	35.76868	23.84533	204.54175	0.149932	0		0.1575	0.5305	24.269535	1.521211	0.070669	
ERR3586956	0.000573	0.000505	0.003468	0.000827	0.000127	0.019351	0.088103	0.001557	5	-34.0614	34.31598	18.122955	243.0408	0	0.03975	0.2115	0.52125	0.1445	24.71804	2.590248	0.361109	0.0218
ERR3587062	0.000456	0.000185	0.000169	0.000266	0.00006	0.000656	0.028035	0.000185	5	-29.7238	35.76868	23.84533	204.54175	0.149932	0		0.1575	0.5305	24.269535	1.521211	0.070669	
ERR3587060	0.000533	0.000531	0.003584	0.000819	0.000101	0.018802	0.083736	0.001394	5	-34.0614	34.31598	18.122955	243.0408	0	0.03975	0.2115	0.52125	0.1445	24.71804	2.590248	0.361109	0.0218
ERR3587102	0.000574	0.000012	0.000235	0.001269	0.000038	0.000347	0.000452	0.001058	5	3.00E-04	35.129025	26.218438	180.67375	2.964091	0.2715	5.0815	0.53975	2.668	23.062688	1.682422	0.25349	0.0061
ERR3586953	0.000386	0.000092	0.000628	0.017797	0.000189	0.004646	0.224665	0.003302	5	-39.6466	33.866475	17.02685	234.16575		0.01	0.034	0.409	0.205	24.63845		0.95046	
ERR3586980	0.000528	0.000021	0.000264	0.001234	0.000036	0.000326	0.000182	0.001144	5	3.00E-04	35.129025	26.218438	180.67375	2.964091	0.2715	5.0815	0.53975	2.668	23.062688	1.682422	0.25349	0.0061
ERR3587057	0.000375	0.000107	0.000606	0.016852	0.00017	0.004246	0.211346	0.003086	5	-39.6466	33.866475	17.02685	234.16575		0.01	0.034	0.409	0.205	24.63845		0.95046	
ERR3587007	0.000393	0.000006	0.000348	0.001083	0.000101	0.001189	0.000387	0.001571	5	-2.0133	35.012435	23.88816	191.91255	8.074076	0.31925	8.287	0.77275	3.8635	23.68419	1.970432	0.246175	0.0125
ERR3587086	0.020617	0.000029	0.000355	0.004212	0.000919	0.000738	0.000142	0.02444	5	21.9467	38.9435	27.3097	183.589125	0.253501	0.003	0.006	0.04575	1.12025	25.59125	1.2825	0.150568	0.007
ERR3586962	0.018978	0.000025	0.000299	0.004296	0.000915	0.00064	0.000137	0.024386	5	21.9467	38.9435	27.3097	183.589125	0.253501	0.003	0.006	0.04575	1.12025	25.59125	1.2825	0.150568	0.007
ERR3586755	0.01987	0.000021	0.000212	0.001761	0.00006	0.00037	0.000185	0.000331	5	23.36	39.7709	25.811708	188.341917	0.279747	0.01075	0	0.00875	0.8775	26.698217	1.11375	0.085486	0.00435
ERR3586753	0.019621	0.000019	0.000212	0.001847	0.000025	0.00041	0.000175	0.000354	5	23.36	39.7709	25.811708	188.341917	0.279747	0.01075	0	0.00875	0.8775	26.698217	1.11375	0.085486	0.00435
ERR3586754	0.019678	0.000017	0.000265	0.001895	0.000054	0.000487	0.000161	0.000328	5	23.36	39.7709	25.811708	188.341917	0.279747	0.01075	0	0.00875	0.8775	26.698217	1.11375	0.085486	0.00435
ERR3586752	0.019329	0.000016	0.000218	0.001891	0.000029	0.000407	0.000215	0.000279	5	23.36	39.7709	25.811708	188.341917	0.279747	0.01075	0	0.00875	0.8775	26.698217	1.11375	0.085486	0.00435
ERR3587085	0.003564	0.000013	0.00029	0.001917	0.000049	0.00044	0.000174	0.000339	5	23.36	39.7709	25.811708	188.341917	0.279747	0.01075	0	0.00875	0.8775	26.698217	1.11375	0.085486	0.00435
ERR3587084	0.001536	0.000021	0.000159	0.002701	0.000064	0.000463	0.000238	0.000444	5	27.16	39.96035	25.0281	189.91675	0	0.00925	0.036	0.01225	0.8825	27.086225	1.054375	0.112855	0.00475
ERR3586961	0.001469	0.000016	0.000125	0.002904	0.000054	0.000471	0.000215	0.000466	5	27.16	39.96035	25.0281	189.91675	0	0.00925	0.036	0.01225	0.8825	27.086225	1.054375	0.112855	0.00475
ERR3587140	0.155364	0.002245	0.034823	0.000471	0.000332	0.004241	0.001497	0.000199	90	-62.2231	34.36258	-0.792395	326.6803	32.911358	0.06	31	2.309	81.82	27.6286	2.471241	0.289537	
ERR3587138	0.033817	0.003767	0.047612	0.000856	0.000573	0.031609	0.004039	0.000421	5	-60.2287	33.7198	1.9034	338.526	24.903191	0.266	25.3	1.723	16.55	26.9578	2.105012	0.207979	
ERR3587139	0.03388	0.00111	0.014866	0.000261	0.000278	0.004415	0.001808	0.00012	5	-62.0385	34.327465	0.73159	344.81235	29.73383	0.1055	28.64	2.1055	80.55	27.52175	2.220386	0.276495	0.02675
ERR3587191	0.028725	0.003723	0.046605	0.000958	0.00056	0.031358	0.003899	0.00046	5	-60.2287	33.7198	1.9034	338.526	24.903191	0.266	25.3	1.723	16.55	26.9578	2.105012	0.207979	
ERR3587192	0.02692	0.001174	0.014284	0.000234	0.000228	0.004372	0.001611	0.000113	5	-62.0385	34.327465	0.73159	344.81235	29.73383	0.1055	28.64	2.1055	80.55	27.52175	2.220386	0.276495	0.02675
ERR3587099	0.005139	0.008278	0.08068	0.007885	0.001635	0.003259	0.006046	0.000322	5	-63.4015	34.43205	-0.763425	335.243		0.145	27.68	2.135	48.17	27.683625		1.129302	
ERR3586977	0.004944	0.008336	0.077597	0.007579	0.001536	0.00317	0.005762	0.000227	5	-63.4015	34.43205	-0.763425	335.243		0.145	27.68	2.135	48.17	27.683625		1.129302	
ERR3587193	0.005194	0.002087	0.032945	0.000595	0.000356	0.004118	0.001422	0.000176	90	-62.2231	34.36258	-0.792395	326.6803	32.911358	0.06	31	2.309	81.82	27.6286	2.471241	0.289537	
ERR3587100	0.002155	0.002414	0.033544	0.002607	0.000418	0.032114	0.010499	0.000424	5	-57.7338	34.0449	5.8264	289.726		0.243	22.01	1.609	3.293	26.8197		1.063054	
ERR3586978	0.001893	0.002047	0.027184	0.002095	0.000408	0.030595	0.009366	0.000393	5	-57.7338	34.0449	5.8264	289.726		0.243	22.01	1.609	3.293	26.8197		1.063054	
ERR3586952	0.001422	0.007328	0.059029	0.020279	0.005669	0.003988	0.002321	0.000695	5	-63.8768	34.2014	-0.27325	392.56						27.474675		3.102138	
ERR3587000	0.001249	0.006256	0.051365	0.018498	0.005172	0.003684	0.002338	0.00052	5	-63.8768	34.2014	-0.27325	392.56						27.474675		3.102138	
ERR3587056	0.001355	0.006667	0.058209	0.019947	0.005347	0.003968	0.00226	0.000683	5	-63.8768	34.2014	-0.27325	392.56						27.474675		3.102138	
ERR3587054	0.001275	0.000146	0.002815	0.002071	0.001281	0.001605	0.000796	0.000256	5	-64.3595	33.254413	-0.494375	398.312125	19.563781	0.0705	17.32	1.553	64.01	26.718162	2.58757	0.219656	0.08405
ERR3586950	0.001134	0.000154	0.002682	0.001966	0.001185	0.001155	0.000731	0.000288	5	-64.3595	33.254413	-0.494375	398.312125	19.563781	0.0705	17.32	1.553	64.01	26.718162	2.58757	0.219656	0.08405
ERR3586999	0.001094	0.000148	0.002625	0.001843	0.00115	0.001827	0.000693	0.000262	5	-64.3595	33.254413	-0.494375	398.312125	19.563781	0.0705	17.32	1.553	64.01	26.718162	2.58757	0.219656	0.08405
ERR3586951	0.000385	0.002463	0.047971	0.00107	0.000785	0.003478	0.002066	0.0003	35	-64.3183	34.118125	-1.6387	319.747	29.241873	0.0575	30.125	2.4585	63.035	27.459625	2.624748	0.973888	0.049
ERR3587055	0.000353	0.002461	0.045083	0.001002	0.000625	0.003459	0.001972	0.000252	35	-64.3183	34.118125	-1.6387	319.747	29.241873	0.0575	30.125	2.4585	63.035	27.459625	2.624748	0.973888	0.049
